                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    532,                0.74298,                0.60096,                0.99589,                0.98057,                0.95584,                0.97696,                0.87695,                0.52154,                0.41045,                0.88223,              0.0047431,              0.0047431,              0.0047431
                    533,                0.70995,                0.58684,                0.99142,                0.97253,                 0.9613,                 0.9763,                 0.8758,                 0.5367,                 0.4023,                0.88278,              0.0047332,              0.0047332,              0.0047332
                    534,                0.72963,                0.58922,                0.98972,                 0.9737,                0.95862,                0.97522,                 0.8775,                0.53448,                0.39738,                0.88303,              0.0047233,              0.0047233,              0.0047233
                    535,                0.73227,                0.59637,                0.99574,                0.97777,                0.95965,                0.97646,                0.87765,                 0.5326,                0.39874,                0.88075,              0.0047134,              0.0047134,              0.0047134
                    536,                0.76872,                0.63097,                 1.0166,                0.98006,                0.95773,                0.97568,                0.87985,                0.52595,                0.40373,                0.88368,              0.0047035,              0.0047035,              0.0047035
                    537,                0.69749,                 0.5713,                0.97245,                0.98463,                0.94985,                0.97584,                0.87922,                0.54181,                0.39887,                0.88402,              0.0046936,              0.0046936,              0.0046936
                    538,                0.72793,                0.58728,                0.99398,                0.98226,                0.94999,                0.97526,                0.87702,                0.54148,                 0.3996,                0.88355,              0.0046837,              0.0046837,              0.0046837
                    539,                0.72617,                0.60045,                0.99207,                0.96295,                0.96064,                0.97444,                0.87684,                 0.5308,                0.38988,                0.88175,              0.0046738,              0.0046738,              0.0046738
                    540,                0.72611,                0.59319,                 0.9911,                0.98049,                0.94716,                0.97277,                0.87229,                0.51865,                  0.386,                  0.881,              0.0046639,              0.0046639,              0.0046639
                    541,                0.72856,                0.59888,                 1.0016,                 0.9762,                0.95404,                0.97363,                0.87197,                 0.5224,                0.38941,                0.88187,               0.004654,               0.004654,               0.004654
                    542,                   0.72,                0.59844,                0.99242,                 0.9772,                0.95579,                 0.9778,                0.87715,                0.52091,                0.39315,                  0.884,              0.0046441,              0.0046441,              0.0046441
                    543,                0.71567,                0.59941,                0.99509,                0.97422,                0.96238,                0.98012,                 0.8814,                 0.5266,                0.39785,                0.88569,              0.0046342,              0.0046342,              0.0046342
                    544,                0.72496,                0.60308,                0.99939,                0.97259,                0.96322,                0.98061,                0.87948,                0.52161,                  0.397,                0.88383,              0.0046243,              0.0046243,              0.0046243
                    545,                0.70968,                0.57368,                0.98526,                0.98598,                0.95633,                0.97902,                0.88297,                 0.5211,                0.39298,                0.88116,              0.0046144,              0.0046144,              0.0046144
                    546,                 0.7095,                0.58161,                0.98275,                0.98069,                0.95452,                0.97861,                0.88025,                 0.5222,                0.39086,                0.88022,              0.0046045,              0.0046045,              0.0046045
                    547,                0.73635,                0.60897,                  1.011,                0.97625,                0.95389,                 0.9774,                0.88182,                0.53912,                0.39548,                0.88305,              0.0045946,              0.0045946,              0.0045946
                    548,                0.70365,                0.59595,                0.98627,                0.97852,                0.95239,                0.97485,                0.87878,                0.54233,                0.39718,                0.88194,              0.0045847,              0.0045847,              0.0045847
                    549,                0.73586,                 0.5904,                0.99511,                0.97783,                0.95143,                0.97321,                0.87798,                0.53338,                 0.3946,                0.88024,              0.0045748,              0.0045748,              0.0045748
                    550,                0.72562,                0.58473,                0.99516,                0.97578,                0.95441,                0.97334,                0.87914,                0.53381,                0.39527,                0.87946,              0.0045649,              0.0045649,              0.0045649
                    551,                0.73434,                0.60058,                0.99383,                0.95801,                0.95927,                 0.9743,                0.88497,                0.52811,                0.39626,                0.87666,               0.004555,               0.004555,               0.004555
                    552,                0.73471,                0.58925,                0.98346,                0.97357,                0.93364,                 0.9711,                0.88213,                0.52432,                 0.3969,                0.87841,              0.0045451,              0.0045451,              0.0045451
                    553,                0.72032,                0.59229,                0.99583,                0.94746,                0.95941,                0.97142,                0.87987,                0.51395,                0.38403,                0.87639,              0.0045352,              0.0045352,              0.0045352
                    554,                0.71505,                0.56983,                0.98486,                0.97044,                0.96302,                0.97853,                0.88558,                0.51106,                0.38294,                0.87408,              0.0045253,              0.0045253,              0.0045253
                    555,                0.71997,                0.59051,                0.98135,                0.97844,                0.95866,                0.97815,                0.88548,                0.50719,                0.38052,                0.87675,              0.0045154,              0.0045154,              0.0045154
                    556,                0.70411,                0.55841,                0.98078,                0.97589,                0.96246,                0.98136,                0.88761,                0.51894,                0.37959,                0.87739,              0.0045055,              0.0045055,              0.0045055
                    557,                 0.7229,                0.58428,                0.98708,                0.97233,                0.96126,                  0.978,                0.88201,                0.52054,                0.38751,                0.87571,              0.0044956,              0.0044956,              0.0044956
                    558,                0.72931,                0.57536,                0.98167,                0.97127,                 0.9497,                0.97846,                0.88652,                0.51931,                0.38553,                0.87736,              0.0044857,              0.0044857,              0.0044857
                    559,                0.72782,                0.57796,                0.99067,                0.96709,                0.95472,                0.97776,                0.88778,                0.52239,                0.38305,                0.87965,              0.0044758,              0.0044758,              0.0044758
                    560,                0.70165,                 0.5616,                0.98102,                0.97083,                0.96024,                0.97828,                0.88555,                0.49726,                0.37685,                0.87658,              0.0044659,              0.0044659,              0.0044659
                    561,                 0.7002,                0.56439,                0.98719,                0.97508,                0.96021,                 0.9785,                0.89052,                0.50509,                 0.3763,                0.87676,               0.004456,               0.004456,               0.004456
                    562,                0.71601,                 0.5882,                0.98018,                0.97864,                0.95476,                 0.9772,                0.89174,                0.51246,                0.38407,                0.87525,              0.0044461,              0.0044461,              0.0044461
                    563,                0.69095,                0.57036,                0.98658,                0.98416,                 0.9525,                0.97805,                0.89363,                0.51517,                0.39023,                0.87631,              0.0044362,              0.0044362,              0.0044362
                    564,                0.70753,                0.58459,                0.98461,                0.98548,                0.95339,                0.97712,                0.89275,                0.50812,                0.39148,                0.87337,              0.0044263,              0.0044263,              0.0044263
                    565,                0.71708,                0.57497,                0.98223,                0.98165,                0.95458,                0.97705,                0.88719,                0.52427,                0.38938,                0.87476,              0.0044164,              0.0044164,              0.0044164
                    566,                 0.7123,                0.58088,                0.99251,                0.98616,                0.95457,                0.97805,                0.88498,                0.51885,                0.38095,                0.87574,              0.0044065,              0.0044065,              0.0044065
                    567,                0.70591,                0.57085,                0.98187,                0.97681,                0.96732,                0.98045,                0.88696,                0.51794,                0.38094,                0.87894,              0.0043966,              0.0043966,              0.0043966
                    568,                0.71678,                0.59137,                0.99007,                0.97711,                0.96276,                 0.9801,                0.89064,                0.51652,                0.37998,                 0.8804,              0.0043867,              0.0043867,              0.0043867
                    569,                 0.7294,                0.58506,                0.99011,                0.98198,                0.95452,                0.97992,                0.88408,                0.52017,                0.38715,                0.88045,              0.0043768,              0.0043768,              0.0043768
                    570,                 0.7208,                0.56787,                0.97677,                 0.9824,                0.95474,                0.98026,                0.88531,                0.52104,                0.38746,                0.87721,              0.0043669,              0.0043669,              0.0043669
                    571,                 0.6948,                0.57493,                0.97447,                0.98346,                0.95294,                0.98008,                0.88384,                0.52281,                0.38595,                0.87563,               0.004357,               0.004357,               0.004357
                    572,                0.70642,                0.57475,                0.99094,                0.98163,                0.95834,                 0.9779,                0.88064,                0.52652,                 0.3896,                 0.8762,              0.0043471,              0.0043471,              0.0043471
                    573,                0.73377,                0.59882,                0.98826,                0.98454,                0.95594,                0.97803,                 0.8837,                0.52227,                0.37865,                0.87963,              0.0043372,              0.0043372,              0.0043372
                    574,                0.71061,                0.57195,                0.98656,                 0.9875,                0.95538,                0.97633,                0.88555,                0.52186,                 0.3881,                0.88086,              0.0043273,              0.0043273,              0.0043273
                    575,                0.72695,                0.59008,                0.99321,                0.96429,                 0.9639,                0.97406,                0.87931,                0.50527,                0.38422,                0.87697,              0.0043174,              0.0043174,              0.0043174
                    576,                0.71428,                0.57145,                0.98167,                0.98075,                0.95869,                0.97505,                0.88496,                0.50724,                0.38206,                0.87773,              0.0043075,              0.0043075,              0.0043075
                    577,                0.72204,                0.58863,                 0.9853,                0.98339,                0.95786,                0.97394,                0.88528,                0.51043,                0.38288,                 0.8777,              0.0042976,              0.0042976,              0.0042976
                    578,                0.68469,                0.56416,                0.97638,                0.98572,                0.95629,                0.97524,                 0.8813,                0.51739,                0.37738,                 0.8784,              0.0042877,              0.0042877,              0.0042877
                    579,                0.67913,                0.54829,                0.97184,                0.98162,                0.95802,                0.97824,                0.88375,                0.51498,                0.38091,                0.87867,              0.0042778,              0.0042778,              0.0042778
                    580,                0.70039,                0.55989,                0.97478,                0.98239,                0.95685,                0.97465,                0.88242,                  0.518,                0.38459,                0.87659,              0.0042679,              0.0042679,              0.0042679
                    581,                0.68175,                0.54357,                0.96516,                0.97875,                0.95909,                0.97741,                0.88153,                0.52473,                0.38417,                0.87648,               0.004258,               0.004258,               0.004258
                    582,                 0.6902,                0.57412,                0.97853,                0.97285,                0.95737,                0.97576,                 0.8801,                0.51658,                0.38326,                0.87337,              0.0042481,              0.0042481,              0.0042481
                    583,                0.71405,                0.60252,                0.98808,                0.97394,                0.95728,                0.97567,                0.88196,                0.50312,                0.37498,                0.87256,              0.0042382,              0.0042382,              0.0042382
                    584,                0.71191,                0.56322,                0.97367,                0.98063,                0.95574,                0.97568,                0.88092,                0.49563,                0.37051,                0.87335,              0.0042283,              0.0042283,              0.0042283
                    585,                 0.6937,                0.55109,                0.96836,                 0.9788,                0.95409,                0.97517,                0.88428,                0.50438,                0.37103,                0.87273,              0.0042184,              0.0042184,              0.0042184
                    586,                0.69064,                0.56764,                0.97285,                0.97705,                0.95434,                0.97605,                0.88383,                0.49962,                0.37042,                0.87268,              0.0042085,              0.0042085,              0.0042085
                    587,                0.70732,                0.57943,                0.98039,                0.97958,                0.95519,                0.97881,                 0.8856,                0.50339,                0.37051,                 0.8728,              0.0041986,              0.0041986,              0.0041986
                    588,                0.70144,                0.56899,                0.98833,                0.98466,                0.95293,                0.97659,                0.88469,                0.50361,                0.37128,                 0.8746,              0.0041887,              0.0041887,              0.0041887
                    589,                0.68421,                0.55384,                0.96659,                0.98081,                0.95439,                0.97539,                0.88223,                0.50467,                0.37085,                0.87527,              0.0041788,              0.0041788,              0.0041788
                    590,                0.67885,                0.54599,                0.96065,                0.97841,                0.95921,                0.97485,                0.88154,                0.50325,                0.36926,                0.87425,              0.0041689,              0.0041689,              0.0041689
                    591,                0.68845,                0.55743,                0.97541,                0.98144,                  0.959,                0.97442,                0.88321,                0.50283,                0.36607,                0.87407,               0.004159,               0.004159,               0.004159
                    592,                 0.6812,                0.55153,                0.97269,                0.98204,                0.95876,                 0.9753,                0.88788,                0.49677,                0.36675,                 0.8744,              0.0041491,              0.0041491,              0.0041491
                    593,                0.70422,                0.56434,                0.98183,                0.98272,                0.95773,                0.97818,                0.88914,                0.49618,                0.36483,                0.87496,              0.0041392,              0.0041392,              0.0041392
                    594,                0.68937,                0.55795,                0.97721,                 0.9795,                0.96061,                0.98083,                0.89282,                0.49142,                0.36371,                0.87534,              0.0041293,              0.0041293,              0.0041293
                    595,                0.68374,                0.55503,                 0.9655,                0.98352,                0.96017,                0.97902,                0.89437,                0.50013,                0.36585,                0.87664,              0.0041194,              0.0041194,              0.0041194
                    596,                0.70396,                 0.5708,                0.97594,                0.97867,                  0.966,                0.98049,                  0.888,                0.50596,                0.36435,                0.87414,              0.0041095,              0.0041095,              0.0041095
                    597,                0.70858,                 0.5884,                0.99423,                0.97956,                0.96364,                0.97763,                0.88468,                0.50281,                0.36854,                0.87726,              0.0040996,              0.0040996,              0.0040996
                    598,                0.70293,                0.56617,                0.97745,                0.97862,                0.96056,                0.97668,                0.88576,                 0.5004,                0.36884,                0.87472,              0.0040897,              0.0040897,              0.0040897
                    599,                 0.7067,                0.55693,                0.98268,                0.98182,                0.95574,                0.97653,                0.89043,                0.50419,                0.36649,                0.87508,              0.0040798,              0.0040798,              0.0040798
                    600,                0.69359,                0.54126,                0.96914,                 0.9807,                0.95594,                0.97702,                0.88978,                0.50417,                0.36257,                0.87431,              0.0040699,              0.0040699,              0.0040699
                    601,                0.67949,                 0.5575,                0.96882,                0.97779,                 0.9614,                0.97799,                0.89289,                0.49726,                0.35908,                0.87009,                0.00406,                0.00406,                0.00406
                    602,                0.67785,                0.54359,                0.97043,                0.98075,                0.95962,                0.97665,                0.89561,                0.49633,                0.35843,                0.86972,              0.0040501,              0.0040501,              0.0040501
                    603,                0.68243,                0.54417,                0.96721,                0.97752,                0.96475,                0.98048,                0.89366,                0.50062,                0.35898,                0.87024,              0.0040402,              0.0040402,              0.0040402
                    604,                0.70643,                 0.5636,                0.97597,                0.97827,                0.96074,                0.97861,                0.89336,                0.50494,                 0.3552,                0.87086,              0.0040303,              0.0040303,              0.0040303
                    605,                0.69231,                0.54674,                0.97407,                0.97972,                0.95798,                0.97683,                0.89333,                 0.4979,                0.35301,                0.87107,              0.0040204,              0.0040204,              0.0040204
                    606,                0.69823,                0.57112,                0.97812,                0.97808,                0.95783,                0.97676,                0.89201,                 0.4901,                0.35879,                0.87223,              0.0040105,              0.0040105,              0.0040105
                    607,                0.67605,                 0.5364,                0.96478,                0.97893,                0.95706,                 0.9761,                0.89157,                0.49628,                0.36008,                0.87216,              0.0040006,              0.0040006,              0.0040006
                    608,                0.68183,                0.55323,                0.96725,                0.97483,                0.94983,                0.97515,                0.89113,                 0.5025,                0.36073,                0.87112,              0.0039907,              0.0039907,              0.0039907
                    609,                0.67781,                0.55268,                0.95978,                0.97572,                0.95336,                0.97405,                0.88944,                0.49072,                0.35796,                0.86983,              0.0039808,              0.0039808,              0.0039808
                    610,                 0.6662,                 0.5437,                0.96686,                0.97785,                0.95457,                0.97728,                0.89411,                0.49113,                0.35961,                 0.8698,              0.0039709,              0.0039709,              0.0039709
                    611,                0.66777,                0.53162,                0.96237,                0.97602,                 0.9523,                0.97737,                0.89173,                0.49649,                0.35697,                0.86979,               0.003961,               0.003961,               0.003961
                    612,                0.67227,                0.54238,                0.95655,                0.97729,                0.95446,                0.97663,                 0.8895,                0.49784,                0.35953,                0.86962,              0.0039511,              0.0039511,              0.0039511
                    613,                0.69783,                0.56126,                0.98031,                0.96619,                  0.943,                0.97232,                0.88487,                0.49482,                 0.3612,                0.86906,              0.0039412,              0.0039412,              0.0039412
                    614,                 0.6629,                0.54519,                0.96527,                0.96698,                0.94958,                0.97452,                0.88622,                0.48749,                0.35847,                0.86804,              0.0039313,              0.0039313,              0.0039313
                    615,                0.66468,                0.53151,                0.96529,                0.96337,                0.94521,                0.97153,                0.89001,                0.49131,                0.35661,                0.86678,              0.0039214,              0.0039214,              0.0039214
                    616,                0.67998,                0.55638,                0.97686,                0.97012,                0.95393,                0.97777,                 0.8902,                0.48728,                0.35873,                0.86747,              0.0039115,              0.0039115,              0.0039115
                    617,                0.70186,                0.56201,                0.97238,                0.97156,                0.95571,                0.97546,                0.88614,                0.48222,                0.36149,                0.86743,              0.0039016,              0.0039016,              0.0039016
                    618,                 0.6687,                0.54678,                0.97104,                0.97907,                 0.9599,                0.97622,                0.88614,                0.47626,                 0.3658,                0.86817,              0.0038917,              0.0038917,              0.0038917
                    619,                0.69274,                0.56256,                0.96901,                0.98457,                0.95504,                  0.977,                0.89069,                0.48007,                0.36365,                 0.8698,              0.0038818,              0.0038818,              0.0038818
                    620,                0.68051,                0.55032,                0.97556,                 0.9754,                 0.9532,                0.97579,                0.88718,                0.49095,                0.36225,                0.87106,              0.0038719,              0.0038719,              0.0038719
                    621,                0.68561,                0.55033,                0.96212,                0.97756,                0.95853,                0.97631,                0.89173,                  0.497,                0.35952,                0.86991,               0.003862,               0.003862,               0.003862
                    622,                0.70279,                0.55617,                0.97877,                0.97285,                0.95708,                0.97589,                 0.8892,                0.49325,                0.35654,                0.86954,              0.0038521,              0.0038521,              0.0038521
                    623,                0.67297,                0.52861,                 0.9706,                0.97027,                 0.9591,                0.97632,                0.89211,                0.48963,                 0.3524,                0.86873,              0.0038422,              0.0038422,              0.0038422
                    624,                0.66618,                0.52787,                0.96261,                0.97641,                0.94406,                0.97348,                0.88735,                0.48673,                0.35237,                0.86817,              0.0038323,              0.0038323,              0.0038323
                    625,                0.66661,                0.55028,                0.96967,                0.97899,                0.94625,                0.97498,                0.88983,                0.49387,                0.35261,                 0.8684,              0.0038224,              0.0038224,              0.0038224
                    626,                 0.6539,                 0.5257,                0.96663,                0.97424,                0.95899,                0.97763,                0.89144,                0.48937,                0.35556,                0.86889,              0.0038125,              0.0038125,              0.0038125
                    627,                0.67218,                0.54992,                0.96165,                0.97757,                0.95787,                0.97831,                0.88923,                0.48611,                0.35296,                0.87004,              0.0038026,              0.0038026,              0.0038026
                    628,                0.66643,                0.52981,                0.95913,                0.98061,                0.95617,                0.97949,                0.89219,                 0.4836,                0.35187,                0.87046,              0.0037927,              0.0037927,              0.0037927
                    629,                0.65613,                0.53281,                0.95916,                0.97928,                0.95422,                0.97903,                0.89616,                0.48384,                0.35271,                0.86838,              0.0037828,              0.0037828,              0.0037828
                    630,                 0.6624,                0.52792,                 0.9598,                0.97994,                0.95166,                0.97662,                0.89204,                0.47954,                0.35154,                0.86896,              0.0037729,              0.0037729,              0.0037729
                    631,                0.69656,                0.54423,                0.97284,                0.97852,                0.95468,                0.97616,                0.89294,                0.47591,                0.35285,                0.87017,               0.003763,               0.003763,               0.003763
                    632,                0.66918,                0.52272,                0.96305,                0.97952,                0.95157,                0.97527,                0.88972,                0.47227,                0.35497,                0.87082,              0.0037531,              0.0037531,              0.0037531
                    633,                0.67429,                0.54667,                0.97331,                0.98137,                 0.9583,                0.97481,                0.88953,                0.47294,                0.35375,                0.87001,              0.0037432,              0.0037432,              0.0037432
                    634,                0.67691,                0.54417,                 0.9693,                0.98087,                0.95928,                0.97457,                0.89181,                0.47377,                0.35351,                0.87011,              0.0037333,              0.0037333,              0.0037333
                    635,                0.66579,                0.54358,                0.96179,                0.98279,                0.95954,                 0.9753,                0.89108,                0.46454,                0.34873,                0.86912,              0.0037234,              0.0037234,              0.0037234
                    636,                0.66882,                0.52504,                0.96461,                0.98569,                0.95886,                0.97652,                0.89391,                0.46682,                0.34976,                0.86812,              0.0037135,              0.0037135,              0.0037135
                    637,                0.66585,                0.53383,                0.96609,                0.98708,                0.96029,                0.97789,                0.89491,                0.47023,                0.35025,                 0.8671,              0.0037036,              0.0037036,              0.0037036
                    638,                0.63789,                   0.52,                0.95291,                0.98472,                0.95943,                0.97924,                0.89371,                0.47242,                0.35136,                0.86636,              0.0036937,              0.0036937,              0.0036937
                    639,                 0.6448,                0.52489,                0.95644,                 0.9861,                0.95772,                 0.9788,                0.89633,                0.47022,                 0.3521,                0.86576,              0.0036838,              0.0036838,              0.0036838
                    640,                0.66602,                0.53309,                0.96138,                0.98456,                0.95782,                0.97848,                0.89903,                0.46574,                0.35244,                0.86555,              0.0036739,              0.0036739,              0.0036739
                    641,                0.67487,                0.56645,                0.97169,                0.98082,                0.96506,                0.98031,                0.89941,                0.46432,                0.35214,                0.86568,               0.003664,               0.003664,               0.003664
                    642,                 0.6701,                 0.5369,                0.96524,                0.98379,                0.96171,                0.98031,                0.89922,                0.46675,                0.35286,                0.86629,              0.0036541,              0.0036541,              0.0036541
                    643,                0.65654,                0.53064,                0.96306,                0.97422,                0.96256,                0.98014,                0.89593,                0.46525,                0.35132,                0.86529,              0.0036442,              0.0036442,              0.0036442
                    644,                0.65841,                0.52687,                0.96064,                0.96799,                0.96374,                0.97858,                0.89686,                0.46016,                0.34989,                0.86352,              0.0036343,              0.0036343,              0.0036343
                    645,                0.65528,                0.53145,                0.95378,                0.96528,                 0.9642,                0.97879,                0.89983,                0.45663,                0.35144,                0.86395,              0.0036244,              0.0036244,              0.0036244
                    646,                0.65195,                0.52577,                0.95316,                0.96886,                0.96223,                0.97894,                0.89853,                 0.4623,                0.35137,                0.86558,              0.0036145,              0.0036145,              0.0036145
                    647,                0.66687,                0.53609,                 0.9648,                0.97844,                0.96345,                0.97752,                0.89837,                0.46473,                0.35023,                0.86623,              0.0036046,              0.0036046,              0.0036046
                    648,                0.63181,                0.50915,                0.95625,                0.98442,                0.95947,                0.97634,                0.89967,                0.46751,                0.35679,                0.86599,              0.0035947,              0.0035947,              0.0035947
                    649,                0.67038,                0.54292,                0.97267,                0.98394,                 0.9607,                0.97655,                0.89596,                0.46671,                0.35211,                0.86588,              0.0035848,              0.0035848,              0.0035848
                    650,                0.66393,                0.52083,                 0.9563,                0.98083,                0.96305,                0.97749,                 0.8985,                0.46707,                0.35119,                 0.8676,              0.0035749,              0.0035749,              0.0035749
                    651,                0.65031,                0.51691,                0.96806,                0.98088,                0.96343,                0.97754,                0.90185,                 0.4668,                0.35425,                0.86705,               0.003565,               0.003565,               0.003565
                    652,                0.67314,                0.54144,                0.96045,                0.98378,                0.96157,                0.97917,                0.90187,                0.47551,                0.35085,                0.86707,              0.0035551,              0.0035551,              0.0035551
                    653,                0.68204,                0.54243,                0.97017,                 0.9836,                0.95987,                0.97926,                0.90175,                0.47903,                0.35411,                0.86662,              0.0035452,              0.0035452,              0.0035452
                    654,                0.65832,                0.53415,                0.95688,                0.98084,                0.95604,                0.97951,                0.90185,                0.48033,                 0.3509,                0.86592,              0.0035353,              0.0035353,              0.0035353
                    655,                0.63824,                 0.5195,                0.94821,                0.98353,                0.96038,                0.97757,                0.90397,                0.48051,                0.35173,                 0.8663,              0.0035254,              0.0035254,              0.0035254
                    656,                0.65051,                 0.5246,                0.96818,                0.97939,                0.95693,                0.97948,                0.90633,                0.47399,                0.35184,                0.86481,              0.0035155,              0.0035155,              0.0035155
                    657,                0.67852,                0.54455,                0.97954,                0.98156,                0.96444,                0.98153,                0.91015,                0.45971,                0.35084,                0.86207,              0.0035056,              0.0035056,              0.0035056
                    658,                0.64765,                0.51786,                0.94941,                0.98223,                0.96514,                0.98144,                0.90656,                0.45325,                0.35004,                0.86007,              0.0034957,              0.0034957,              0.0034957
                    659,                0.66983,                0.53337,                0.97469,                 0.9823,                0.96605,                 0.9814,                0.90608,                0.45118,                0.34892,                0.86015,              0.0034858,              0.0034858,              0.0034858
                    660,                0.65739,                0.51776,                0.95165,                0.98367,                0.95913,                0.97965,                 0.9044,                0.45456,                0.34998,                0.85901,              0.0034759,              0.0034759,              0.0034759
                    661,                0.64612,                0.51025,                0.95263,                0.98252,                0.96467,                0.98135,                0.90263,                0.45165,                0.34791,                0.85751,               0.003466,               0.003466,               0.003466
                    662,                0.65655,                0.51666,                0.95605,                 0.9787,                 0.9649,                0.98109,                0.90452,                0.45391,                0.34718,                0.85758,              0.0034561,              0.0034561,              0.0034561
                    663,                0.65206,                0.52411,                0.95557,                0.98056,                0.96497,                0.98116,                0.90527,                0.45528,                0.35269,                0.85887,              0.0034462,              0.0034462,              0.0034462
                    664,                0.67895,                0.53461,                0.96864,                0.98002,                 0.9633,                0.98163,                0.90645,                0.45469,                0.35377,                0.85955,              0.0034363,              0.0034363,              0.0034363
                    665,                0.65803,                0.51864,                0.95476,                0.97915,                0.96245,                0.98165,                0.90465,                0.45598,                0.35136,                 0.8595,              0.0034264,              0.0034264,              0.0034264
